Time[s],ain0[N],ain1[N],ain2[N],ain3[N],ain4[N],ain5[N],ain6[N],ain7[N],count
2886.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2886.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2886.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2887.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2888.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2888.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2888.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2888.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2888.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2888.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2888.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2888.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2889.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2889.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2889.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2889.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2889.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2889.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2889.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2889.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2890.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2891.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2891.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2891.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2891.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2891.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2891.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2891.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2891.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2892.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2894.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2895.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2896.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2897.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2897.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2897.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2897.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2897.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2897.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2897.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2899.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2901.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2901.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2901.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2901.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2901.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2901.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2901.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2901.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2902.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2902.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2902.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2902.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2902.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2902.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2902.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2902.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2903.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2903.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2903.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2903.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2903.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2903.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2903.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2903.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2904.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2905.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2905.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2905.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2905.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2905.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2905.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2905.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2906.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2907.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2907.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2907.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2907.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2907.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2907.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2907.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2907.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2908.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2909.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2910.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2911.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2912.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2912.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2912.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2912.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2912.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2912.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2912.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2912.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2913.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2913.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2913.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2913.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2913.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2913.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2913.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2913.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2915.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2916.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2917.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2918.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2918.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2918.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2918.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2918.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2918.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2918.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2919.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2920.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2922.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2925.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2926.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2927.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2927.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
2927.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
